0;0;0;0;land;false;unknown;0
1;184;148;241;land;false;desert;1
2;168;234;247;land;false;forest;1
3;222;188;172;land;false;urban;1
4;105;167;231;land;false;marsh;1
5;250;217;143;land;true;forest;1
6;226;57;251;land;false;desert;1
7;225;74;232;land;true;marsh;1
8;185;237;115;land;false;plains;1
9;238;214;152;land;false;marsh;1
10;194;133;241;land;false;plains;1
11;116;211;181;land;false;forest;1
12;214;217;146;land;false;urban;1
13;144;207;177;land;false;forest;1
14;245;149;233;land;false;jungle;1
15;102;252;229;land;false;forest;1
16;244;129;204;land;false;forest;1
17;239;219;154;land;false;urban;1
18;134;131;243;land;false;forest;1
19;191;205;138;land;false;forest;1
20;77;200;234;land;false;forest;1
21;234;68;199;land;true;jungle;1
22;156;234;218;land;false;forest;1
23;155;143;245;land;false;forest;1
24;209;242;148;land;false;forest;1
25;205;188;186;land;false;plains;1
26;189;240;184;land;true;urban;1
27;233;133;178;land;false;mountain;1
28;178;210;254;land;false;plains;1
29;84;233;244;land;false;forest;1
30;235;66;240;land;false;hills;1
31;251;166;185;land;true;desert;1
32;230;62;235;land;false;jungle;1
33;169;201;216;land;false;forest;1
34;214;237;102;land;false;desert;1
35;214;227;118;land;false;mountain;1
36;243;191;140;land;false;forest;1
37;217;218;99;land;false;urban;1
38;47;225;233;land;true;forest;1
39;75;240;225;land;false;desert;1
40;92;245;232;land;false;urban;1
41;152;249;130;land;false;hills;1
42;131;221;165;land;false;hills;1
43;215;138;247;land;false;urban;1
44;180;104;241;land;true;forest;1
45;237;239;113;land;true;forest;1
46;234;233;102;land;false;urban;1
47;134;213;224;land;false;forest;1
48;140;248;183;land;false;mountain;1
49;241;76;211;land;true;jungle;1
50;97;251;254;land;true;desert;1
51;196;199;246;land;true;plains;1
52;113;254;169;land;false;urban;1
53;209;83;217;land;true;plains;1
54;175;233;170;land;true;hills;1
55;219;232;76;land;false;mountain;1
56;187;224;149;land;false;mountain;1
57;124;165;226;land;false;forest;1
58;235;250;230;land;false;forest;1
59;224;130;195;land;false;mountain;1
60;250;219;70;land;true;forest;1
61;244;223;203;land;false;plains;1
62;91;211;210;land;false;urban;1
63;243;226;205;land;false;urban;1
64;81;213;242;land;false;desert;1
65;182;137;252;land;false;forest;1
66;246;156;216;land;false;plains;1
67;196;182;222;land;false;plains;1
68;235;96;237;land;false;urban;1
69;192;232;234;land;true;forest;1
70;225;70;216;land;true;forest;1
71;66;218;225;land;false;plains;1
72;233;71;223;land;true;forest;1
73;244;101;157;land;false;mountain;1
74;157;245;109;land;false;desert;1
75;204;231;125;land;false;forest;1
76;225;192;207;land;false;mountain;1
77;241;245;99;land;false;forest;1
78;48;241;234;land;false;marsh;1
79;125;226;231;land;false;jungle;1
80;229;210;110;land;false;forest;1
81;226;247;93;land;true;forest;1
82;93;247;207;land;true;jungle;1
83;226;191;134;land;false;marsh;1
84;216;209;204;land;true;forest;1
85;181;225;181;land;true;forest;1
86;202;118;236;land;false;forest;1
87;188;121;253;land;false;desert;1
88;151;220;250;land;false;plains;1
89;147;238;208;land;true;forest;1
90;222;214;240;land;false;plains;1
91;167;237;128;land;false;mountain;1
92;226;219;91;land;false;mountain;1
93;146;153;234;land;false;forest;1
94;135;237;194;land;true;plains;1
95;221;214;140;land;false;forest;1
96;151;187;218;land;false;hills;1
97;205;249;167;land;true;mountain;1
98;209;48;253;land;false;plains;1
99;251;32;240;land;false;forest;1
100;195;185;247;land;false;forest;1
101;244;104;246;land;false;forest;1
102;141;200;238;land;false;urban;1
103;180;250;87;land;false;forest;1
104;223;80;221;land;false;plains;1
105;234;196;145;land;false;forest;1
106;229;64;236;land;true;forest;1
107;246;86;246;land;false;forest;1
108;135;142;242;land;false;forest;1
109;220;201;143;land;false;urban;1
110;164;242;152;land;false;plains;1
111;241;181;90;land;false;hills;1
112;230;215;145;land;false;urban;1
113;237;63;203;land;false;forest;1
114;55;252;247;land;true;forest;1
115;239;254;243;land;true;desert;1
116;154;247;244;land;false;forest;1
117;233;118;231;land;false;forest;1
118;164;200;243;land;false;jungle;1
119;138;136;227;land;false;plains;1
120;133;229;224;land;false;forest;1
121;195;117;190;land;false;forest;1
122;153;216;210;land;false;forest;1
123;110;213;243;land;true;forest;1
124;248;41;218;land;false;plains;1
125;151;135;230;land;false;plains;1
126;205;133;203;land;true;plains;1
127;241;176;222;land;false;hills;1
128;240;115;218;land;false;forest;1
129;240;176;188;land;true;forest;1
130;246;197;238;land;false;forest;1
131;253;142;115;land;true;forest;1
132;206;230;107;land;true;forest;1
133;202;108;225;land;false;urban;1
134;185;226;206;land;false;hills;1
135;251;111;193;land;false;hills;1
136;214;246;143;land;true;jungle;1
137;239;182;127;land;false;mountain;1
